#fte: [20-02-2018] http://switchoffandletsgo.blogspot.com.es/2013/04/relacionar-el-codigo-ine-con-su-codigo.html
#CodigoPostal	Municipio
27286	Pastoriza, A
27287	Pastoriza, A
27670	Pedrafita do Cebreiro
27673	Pedrafita do Cebreiro
27671	Pedrafita do Cebreiro
27672	Pedrafita do Cebreiro
27275	Pol
27247	Pol
27280	Pol
27283	Pol
27279	Pol
27274	Pol
27273	Pol
27270	Pol
27272	Pol
27336	Pobra do Brollón, A
27338	Pobra do Brollón, A
27413	Pobra do Brollón, A
27391	Pobra do Brollón, A
27339	Pobra do Brollón, A
27334	Pobra do Brollón, A
27330	Pobra do Brollón, A
27333	Pobra do Brollón, A
27335	Pobra do Brollón, A
27332	Pobra do Brollón, A
27331	Pobra do Brollón, A
27347	Pobra do Brollón, A
27726	Pontenova, A
27729	Pontenova, A
27727	Pontenova, A
27725	Pontenova, A
27724	Pontenova, A
27722	Pontenova, A
27721	Pontenova, A
27720	Pontenova, A
27220	Pontenova, A
27723	Pontenova, A
27728	Pontenova, A
27178	Portomarín
27214	Portomarín
27213	Portomarín
27212	Portomarín
27188	Portomarín
27179	Portomarín
27177	Portomarín
27170	Portomarín
27187	Portomarín
27320	Quiroga
27391	Quiroga
27390	Quiroga
27329	Quiroga
27328	Quiroga
27700	Ribadeo
27710	Ribadeo
27711	Ribadeo
27712	Ribadeo
27713	Ribadeo
27714	Ribadeo
27715	Ribadeo
27796	Ribadeo
27797	Ribadeo
27317	Ribas de Sil
27318	Ribas de Sil
27310	Ribas de Sil
27244	Ribeira de Piquín
27245	Ribeira de Piquín
27243	Ribeira de Piquín
27743	Riotorto
27744	Riotorto
27745	Riotorto
27626	Samos
27636	Samos
27635	Samos
27633	Samos
27631	Samos
27638	Samos
27625	Samos
27624	Samos
27623	Samos
27620	Samos
27627	Samos
27628	Samos
27370	Rábade
27613	Sarria
27690	Sarria
27637	Sarria
27619	Sarria
27618	Sarria
27617	Sarria
27616	Sarria
27614	Sarria
27612	Sarria
27610	Sarria
27600	Sarria
27392	Sarria
27615	Sarria
27546	Saviñao, O
27547	Saviñao, O
27548	Saviñao, O
27594	Saviñao, O
27544	Saviñao, O
27543	Saviñao, O
27540	Saviñao, O
27532	Saviñao, O
27549	Saviñao, O
27545	Saviñao, O
27468	Sober
27469	Sober
27466	Sober
27460	Sober
27440	Sober
27424	Sober
27423	Sober
27422	Sober
27421	Sober
27425	Sober
27557	Taboada
27596	Taboada
27550	Taboada
27558	Taboada
27556	Taboada
27555	Taboada
27554	Taboada
27559	Taboada
27765	Trabada
27766	Trabada
27767	Trabada
27768	Trabada
27634	Triacastela
27630	Triacastela
27639	Triacastela
27632	Triacastela
27631	Triacastela
27700	Valadouro, O
27770	Valadouro, O
27777	Valadouro, O
27778	Valadouro, O
27779	Valadouro, O
27861	Vicedo, O
27860	Vicedo, O
27868	Vicedo, O
27841	Vilalba
27820	Vilalba
27842	Vilalba
27840	Vilalba
27830	Vilalba
27825	Vilalba
27823	Vilalba
27822	Vilalba
27821	Vilalba
27816	Vilalba
27815	Vilalba
27814	Vilalba
27813	Vilalba
27812	Vilalba
27811	Vilalba
27810	Vilalba
27375	Vilalba
27800	Vilalba
27843	Vilalba
27818	Vilalba
27850	Viveiro
27867	Viveiro
27866	Viveiro
27864	Viveiro
27863	Viveiro
27861	Viveiro
27869	Viveiro
27689	Baralla
27696	Baralla
27695	Baralla
27697	Baralla
27688	Baralla
27687	Baralla
27686	Baralla
27680	Baralla
27685	Baralla
27880	Burela
28755	Acebeda, La
28864	Ajalvir
28742	Alameda del Valle
28607	Álamo, El
28807	Álamo, El
28805	Alcalá de Henares
28807	Alcalá de Henares
28806	Alcalá de Henares
28801	Alcalá de Henares
28802	Alcalá de Henares
28803	Alcalá de Henares
28804	Alcalá de Henares
28100	Alcobendas
28108	Alcobendas
28109	Alcobendas
28921	Alcorcón
28922	Alcorcón
28923	Alcorcón
28924	Alcorcón
28925	Alcorcón
28620	Aldea del Fresno
28110	Algete
28120	Algete
28409	Alpedrete
28430	Alpedrete
28580	Ambite
28818	Anchuelo
28300	Aranjuez
28500	Arganda del Rey
28939	Arroyomolinos
28939	Arroyomolinos
28189	Atazar, El
28939	Batres
28976	Batres
28490	Becerril de la Sierra
28390	Belmonte de Tajo
28194	Berzosa del Lozoya
28192	Berrueco, El
28660	Boadilla del Monte
28412	Boalo, El
28413	Boalo, El
28492	Boalo, El
28737	Braojos
28596	Brea de Tajo
28690	Brunete
28730	Buitrago del Lozoya
28720	Bustarviejo
28721	Cabanillas de la Sierra
28751	Cabrera, La
28640	Cadalso de los Vidrios
28648	Cadalso de los Vidrios
28816	Camarma de Esteruelas
28510	Campo Real
28743	Canencia
28560	Carabaña
28977	Casarrubuelos
28650	Cenicientos
28470	Cercedilla
28193	Cervera de Buitrago
28350	Ciempozuelos
28863	Cobeña
28213	Colmenar del Arroyo
28380	Colmenar de Oreja
28270	Colmenarejo
28279	Colmenarejo
28120	Colmenar Viejo
28707	Colmenar Viejo
28750	Colmenar Viejo
28770	Colmenar Viejo
28450	Collado Mediano
28400	Collado Villalba
28811	Corpa
28823	Coslada
28822	Coslada
28820	Coslada
28821	Coslada
28978	Cubas de la Sagra
28694	Chapinería
28370	Chinchón
28814	Daganzo de Arriba
28292	Escorial, El
28211	Escorial, El
28212	Escorial, El
28219	Escorial, El
28280	Escorial, El
28595	Estremera
28214	Fresnedillas de la Oliva
28815	Fresno de Torote
28941	Fuenlabrada
28942	Fuenlabrada
28943	Fuenlabrada
28944	Fuenlabrada
28945	Fuenlabrada
28946	Fuenlabrada
28947	Fuenlabrada
28140	Fuente el Saz de Jarama
28597	Fuentidueña de Tajo
28420	Galapagar
28400	Galapagar
28292	Galapagar
28270	Galapagar
28250	Galapagar
28260	Galapagar
28739	Garganta de los Montes
28743	Garganta de los Montes
28739	Gargantilla del Lozoya y Pinilla de Buitrago
28737	Gascones
28905	Getafe
28907	Getafe
28906	Getafe
28903	Getafe
28902	Getafe
28901	Getafe
28909	Getafe
28904	Getafe
28971	Griñón
28794	Guadalix de la Sierra
28480	Guadarrama
28430	Guadarrama
28440	Guadarrama
28191	Hiruela, La
28755	Horcajo de la Sierra-Aoslos
28191	Horcajuelo de la Sierra
28240	Hoyo de Manzanares
28248	Hoyo de Manzanares
28970	Humanes de Madrid
28917	Leganés
28914	Leganés
28919	Leganés
28918	Leganés
28913	Leganés
28912	Leganés
28911	Leganés
28915	Leganés
28916	Leganés
28890	Loeches
28742	Lozoya
28755	Madarcos
28030	Madrid
28041	Madrid
28040	Madrid
28039	Madrid
28038	Madrid
28037	Madrid
28036	Madrid
28035	Madrid
28034	Madrid
28032	Madrid
28031	Madrid
28042	Madrid
28033	Madrid
28043	Madrid
28010	Madrid
28044	Madrid
28045	Madrid
28046	Madrid
28047	Madrid
28048	Madrid
28049	Madrid
28050	Madrid
28051	Madrid
28052	Madrid
28053	Madrid
28055	Madrid
28029	Madrid
28054	Madrid
28005	Madrid
28028	Madrid
28000	Madrid
28001	Madrid
28002	Madrid
28004	Madrid
28006	Madrid
28007	Madrid
28008	Madrid
28009	Madrid
28012	Madrid
28011	Madrid
28013	Madrid
28014	Madrid
28022	Madrid
28026	Madrid
28025	Madrid
28024	Madrid
28003	Madrid
28015	Madrid
28027	Madrid
28021	Madrid
28020	Madrid
28019	Madrid
28018	Madrid
28017	Madrid
28016	Madrid
28023	Madrid
28221	Majadahonda
28222	Majadahonda
28220	Majadahonda
28410	Manzanares el Real
28470	Manzanares el Real
28492	Manzanares el Real
28880	Meco
28840	Mejorada del Campo
28792	Miraflores de la Sierra
28460	Molinos, Los
28190	Montejo de la Sierra
28950	Moraleja de Enmedio
28411	Moralzarzal
28530	Morata de Tajuña
28934	Móstoles
28938	Móstoles
28935	Móstoles
28936	Móstoles
28937	Móstoles
28932	Móstoles
28931	Móstoles
28635	Móstoles
28933	Móstoles
28491	Navacerrada
28729	Navalafuente
28210	Navalagamella
28212	Navalagamella
28954	Navalagamella
28600	Navalcarnero
28739	Navarredonda y San Mamés
28695	Navas del Rey
28514	Nuevo Baztán
28515	Olmeda de las Fuentes
28570	Orusco de Tajuña
28860	Paracuellos de Jarama
28861	Paracuellos de Jarama
28862	Paracuellos de Jarama
28980	Parla
28981	Parla
28982	Parla
28983	Parla
28984	Parla
28189	Patones
28723	Pedrezuela
28696	Pelayos de la Presa
28540	Perales de Tajuña
28812	Pezuela de las Torres
28749	Pinilla del Valle
28320	Pinto
28737	Piñuécar-Gandullas
28223	Pozuelo de Alarcón
28224	Pozuelo de Alarcón
28813	Pozuelo del Rey
28191	Prádena del Rincón
28190	Puebla de la Sierra
28693	Quijorna
28740	Rascafría
28749	Rascafría
28721	Redueña
28815	Ribatejada
28521	Rivas-Vaciamadrid
28522	Rivas-Vaciamadrid
28523	Rivas-Vaciamadrid
28524	Rivas-Vaciamadrid
28529	Rivas-Vaciamadrid
28194	Robledillo de la Jara
28294	Robledo de Chavela
28755	Robregordo
28231	Rozas de Madrid, Las
28290	Rozas de Madrid, Las
28232	Rozas de Madrid, Las
28649	Rozas de Puerto Real
28750	San Agustín del Guadalix
28830	San Fernando de Henares
28200	San Lorenzo de El Escorial
28750	San Lorenzo de El Escorial
28330	San Martín de la Vega
28680	San Martín de Valdeiglesias
28702	San Sebastián de los Reyes
28709	San Sebastián de los Reyes
28708	San Sebastián de los Reyes
28707	San Sebastián de los Reyes
28703	San Sebastián de los Reyes
28701	San Sebastián de los Reyes
28700	San Sebastián de los Reyes
28706	San Sebastián de los Reyes
28296	Santa María de la Alameda
28297	Santa María de la Alameda
28818	Santorcaz
28817	Santos de la Humosa, Los
28737	Serna del Monte, La
28979	Serranillos del Valle
28609	Sevilla la Nueva
28756	Somosierra
28791	Soto del Real
28160	Talamanca de Jarama
28550	Tielmes
28359	Titulcia
28850	Torrejón de Ardoz
28991	Torrejón de la Calzada
28990	Torrejón de Velasco
28180	Torrelaguna
28250	Torrelodones
28189	Torremocha de Jarama
28813	Torres de la Alameda
28594	Valdaracete
28816	Valdeavero
28391	Valdelaguna
28729	Valdemanco
28295	Valdemaqueda
28210	Valdemorillo
28340	Valdemoro
28130	Valdeolmos-Alalpardo
28170	Valdepiélagos
28150	Valdetorres de Jarama
28511	Valdilecha
28812	Valverde de Alcalá
28891	Velilla de San Antonio
28722	Vellón, El
28729	Venturada
28360	Villaconejos
28630	Villa del Prado
28810	Villalbilla
28598	Villamanrique de Tajo
28610	Villamanta
28609	Villamantilla
28691	Villanueva de la Cañada
28692	Villanueva de la Cañada
28229	Villanueva del Pardillo
28609	Villanueva de Perales
28512	Villar del Olmo
28514	Villar del Olmo
28590	Villarejo de Salvanés
28670	Villaviciosa de Odón
28739	Villavieja del Lozoya
28293	Zarzalejo
28752	Lozoyuela-Navas-Sieteiglesias
28753	Lozoyuela-Navas-Sieteiglesias
28754	Lozoyuela-Navas-Sieteiglesias
28195	Puentes Viejas
28196	Puentes Viejas
28754	Puentes Viejas
28760	Tres Cantos
28761	Tres Cantos
29530	Alameda
29711	Alcaucín
29713	Alcaucín
29194	Alfarnate
29194	Alfarnatejo
29750	Algarrobo
29491	Algatocín
29130	Alhaurín de la Torre
29120	Alhaurín el Grande
29718	Almáchar
29330	Almargen
29150	Almogía
29510	Álora
29552	Álora
29593	Álora
29500	Álora
29567	Alozaina
29460	Alpandeire
29540	Antequera
29200	Antequera
29230	Antequera
29250	Antequera
29260	Antequera
29314	Antequera
29753	Árchez
29300	Archidona
29309	Archidona
29314	Archidona
29315	Archidona
29550	Ardales
29552	Ardales
29717	Arenas
29753	Arenas
29350	Arriate
29494	Atajate
29493	Benadalid
29679	Benahavís
29491	Benalauría
29630	Benalmádena
29631	Benalmádena
29639	Benalmádena
29718	Benamargosa
29719	Benamocarra
29370	Benaoján
29490	Benarrabá
29718	Borge, El
29420	Burgo, El
29320	Campillos
29716	Canillas de Aceituno
29719	Canillas de Aceituno
29755	Canillas de Albaida
29340	Cañete la Real
29551	Carratraca
29452	Cartajima
29010	Cártama
29592	Cártama
29580	Cártama
29569	Cártama
29570	Cártama
29160	Casabermeja
29566	Casarabonela
29690	Casares
29692	Casares
29100	Coín
29170	Colmenar
29195	Comares
29754	Cómpeta
29380	Cortes de la Frontera
29391	Cortes de la Frontera
29490	Cortes de la Frontera
29220	Cuevas Bajas
29470	Cuevas del Becerro
29210	Cuevas de San Marcos
29718	Cútar
29688	Estepona
29698	Estepona
29689	Estepona
29680	Estepona
29693	Estepona
29461	Faraján
29788	Frigiliana
29789	Frigiliana
29640	Fuengirola
29520	Fuente de Piedra
29480	Gaucín
29492	Genalguacil
29108	Guaro
29531	Humilladero
29533	Humilladero
29440	Igualeja
29611	Istán
29792	Iznate
29392	Jimera de Líbar
29492	Jubrique
29462	Júzcar
29791	Macharaviaya
29591	Málaga
29016	Málaga
29017	Málaga
29018	Málaga
29140	Málaga
29190	Málaga
29191	Málaga
29196	Málaga
29197	Málaga
29590	Málaga
29620	Málaga
29015	Málaga
29470	Málaga
29001	Málaga
29014	Málaga
29720	Málaga
29002	Málaga
29003	Málaga
29004	Málaga
29005	Málaga
29006	Málaga
29008	Málaga
29009	Málaga
29010	Málaga
29011	Málaga
29012	Málaga
29013	Málaga
29007	Málaga
29692	Manilva
29691	Manilva
29601	Marbella
29670	Marbella
29660	Marbella
29604	Marbella
29602	Marbella
29603	Marbella
29651	Mijas
29647	Mijas
29648	Mijas
29649	Mijas
29650	Mijas
29738	Moclinejo
29532	Mollina
29110	Monda
29360	Montejaque
29780	Nerja
29787	Nerja
29610	Ojén
29620	Ojén
29451	Parauta
29710	Periana
29560	Pizarra
29568	Pizarra
29569	Pizarra
29450	Pujerra
29738	Rincón de la Victoria
29720	Rincón de la Victoria
29730	Rincón de la Victoria
29180	Riogordo
29394	Ronda
29400	Ronda
29430	Ronda
29471	Ronda
29714	Salares
29752	Sayalonga
29753	Sayalonga
29715	Sedella
29719	Sedella
29328	Sierra de Yeguas
29329	Sierra de Yeguas
29327	Teba
29109	Tolox
29770	Torrox
29793	Torrox
29796	Torrox
29197	Totalán
29240	Valle de Abdalajís
29750	Vélez-Málaga
29792	Vélez-Málaga
29790	Vélez-Málaga
29751	Vélez-Málaga
29760	Vélez-Málaga
29740	Vélez-Málaga
29719	Vélez-Málaga
29718	Vélez-Málaga
29700	Vélez-Málaga
29749	Vélez-Málaga
29311	Villanueva de Algaidas
29310	Villanueva de Algaidas
29312	Villanueva del Rosario
29315	Villanueva del Trabuco
29313	Villanueva del Trabuco
29315	Villanueva de Tapia
29712	Viñuela
29713	Viñuela
29719	Viñuela
29410	Yunquera
29620	Torremolinos
29230	Villanueva de la Concepción
30626	Abanilla
30640	Abanilla
30648	Abanilla
30649	Abanilla
30550	Abarán
30559	Abarán
30880	Águilas
30889	Águilas
30190	Albudeite
30820	Alcantarilla
30859	Aledo
30560	Alguazas
30561	Alguazas
30840	Alhama de Murcia
30600	Archena
30609	Archena
30130	Beniel
30540	Blanca
30180	Bullas
30189	Bullas
30420	Calasparra
30191	Campos del Río
30192	Campos del Río
30195	Caravaca de la Cruz
30413	Caravaca de la Cruz
30412	Caravaca de la Cruz
30400	Caravaca de la Cruz
30410	Caravaca de la Cruz
30411	Caravaca de la Cruz
30398	Cartagena
30384	Cartagena
30387	Cartagena
30390	Cartagena
30391	Cartagena
30392	Cartagena
30393	Cartagena
30394	Cartagena
30395	Cartagena
30383	Cartagena
30397	Cartagena
30385	Cartagena
30399	Cartagena
30590	Cartagena
30593	Cartagena
30594	Cartagena
30835	Cartagena
30868	Cartagena
30396	Cartagena
30319	Cartagena
30201	Cartagena
30202	Cartagena
30203	Cartagena
30204	Cartagena
30205	Cartagena
30389	Cartagena
30310	Cartagena
30382	Cartagena
30330	Cartagena
30350	Cartagena
30380	Cartagena
30365	Cartagena
30366	Cartagena
30367	Cartagena
30368	Cartagena
30369	Cartagena
30381	Cartagena
30370	Cartagena
30351	Cartagena
30300	Cartagena
30439	Cehegín
30438	Cehegín
30430	Cehegín
30189	Cehegín
30420	Cehegín
30562	Ceutí
30563	Ceutí
30620	Fortuna
30629	Fortuna
30626	Fortuna
30628	Fortuna
30320	Fuente Álamo de Murcia
30332	Fuente Álamo de Murcia
30333	Fuente Álamo de Murcia
30334	Fuente Álamo de Murcia
30335	Fuente Álamo de Murcia
30338	Fuente Álamo de Murcia
30520	Jumilla
30528	Jumilla
03659	Jumilla
30529	Jumilla
30892	Librilla
30876	Lorca
30817	Lorca
32131	Lorca
30893	Lorca
30890	Lorca
30878	Lorca
30834	Lorca
30818	Lorca
30810	Lorca
30816	Lorca
30889	Lorca
30800	Lorca
30811	Lorca
30812	Lorca
30813	Lorca
30814	Lorca
30815	Lorca
30017	Lorca
30564	Lorquí
30879	Mazarrón
30868	Mazarrón
30878	Mazarrón
30877	Mazarrón
30876	Mazarrón
30870	Mazarrón
30860	Mazarrón
30858	Mazarrón
30335	Mazarrón
30875	Mazarrón
30500	Molina de Segura
30506	Molina de Segura
30507	Molina de Segura
30508	Molina de Segura
30509	Molina de Segura
30413	Moratalla
30387	Moratalla
30442	Moratalla
30441	Moratalla
30440	Moratalla
02438	Moratalla
30400	Moratalla
30410	Moratalla
30411	Moratalla
30170	Mula
30178	Mula
30193	Mula
30194	Mula
30164	Murcia
30580	Murcia
30579	Murcia
30331	Murcia
30169	Murcia
30168	Murcia
30167	Murcia
30588	Murcia
30165	Murcia
30750	Murcia
30163	Murcia
30162	Murcia
30161	Murcia
30166	Murcia
30832	Murcia
30883	Murcia
30850	Murcia
30837	Murcia
30836	Murcia
30835	Murcia
30590	Murcia
30833	Murcia
30589	Murcia
30831	Murcia
30830	Murcia
30826	Murcia
30179	Murcia
30592	Murcia
30160	Murcia
30834	Murcia
30100	Murcia
30158	Murcia
15201	Murcia
30000	Murcia
30001	Murcia
30002	Murcia
30003	Murcia
30004	Murcia
30005	Murcia
30006	Murcia
30007	Murcia
30008	Murcia
30009	Murcia
30010	Murcia
30570	Murcia
30150	Murcia
30157	Murcia
30156	Murcia
30155	Murcia
30154	Murcia
30153	Murcia
30011	Murcia
30151	Murcia
30012	Murcia
30139	Murcia
30120	Murcia
30110	Murcia
30108	Murcia
30107	Murcia
03010	Murcia
30152	Murcia
30611	Ojós
30176	Pliego
30196	Pliego
30890	Puerto Lumbreras
30891	Puerto Lumbreras
30610	Ricote
30370	San Javier
30379	San Javier
30380	San Javier
30592	San Javier
30720	San Javier
30729	San Javier
30730	San Javier
30739	San Javier
30740	San Pedro del Pinatar
30749	San Pedro del Pinatar
30592	Torre-Pacheco
30700	Torre-Pacheco
30708	Torre-Pacheco
30709	Torre-Pacheco
30710	Torre-Pacheco
30739	Torre-Pacheco
30591	Torre-Pacheco
30565	Torres de Cotillas, Las
30850	Totana
30858	Totana
30859	Totana
30612	Ulea
30362	Unión, La
30364	Unión, La
30360	Unión, La
30369	Unión, La
30613	Villanueva del Río Segura
03657	Yecla
30510	Yecla
30140	Santomera
30148	Santomera
30149	Santomera
30629	Santomera
30710	Alcázares, Los
31280	Abáigar
31178	Abárzuza/Abartzuza
31692	Abaurregaina/Abaurrea Alta
31692	Abaurrepea/Abaurrea Baja
31264	Aberin
31292	Aberin
31523	Ablitas
31153	Adiós
31228	Aguilar de Codés
31460	Aibar/Oibar
31800	Altsasu/Alsasua
31241	Allín/Allin
31290	Allín/Allin
31262	Allo
31272	Améscoa Baja
31280	Ancín/Antzin
31281	Ancín/Antzin
31261	Andosilla
31013	Ansoáin/Antsoain
31798	Anue
31154	Añorbe
31430	Aoiz/Agoitz
31891	Araitz
31271	Aranarache/Aranaratxe
31790	Arantza
31192	Aranguren
31754	Arano
31849	Arakil
31868	Arakil
31850	Arakil
31867	Arakil
31239	Aras
31839	Arbizu
31438	Arce/Artzi
31439	Arce/Artzi
31481	Arce/Artzi
31210	Arcos, Los
31263	Arellano
31876	Areso
31513	Arguedas
31671	Aria
31671	Aribe
31228	Armañanzas
31243	Arróniz
31840	Arruazu
31140	Artajona
31109	Artazu
31193	Atez
31867	Atez
31208	Ayegui/Aiegi
31240	Ayegui/Aiegi
31560	Azagra
31228	Azuelo
31810	Bakaiku
31395	Barásoain
31243	Barbarin
31229	Bargota
31523	Barillas
31866	Basaburua
31869	Basaburua
31720	Baztan
31730	Baztan
31794	Baztan
31796	Baztan
31714	Baztan
31713	Baztan
31700	Baztan
31795	Baztan
31715	Baztan
31393	Beire
31174	Belascoáin
31252	Berbinzana
31720	Bertizarana
31792	Bertizarana
31793	Bertizarana
31890	Betelu
31398	Biurrun-Olcoz
31540	Buñuel
31640	Auritz/Burguete
31412	Burgui/Burgi
31600	Burlada/Burlata
31229	Busto, El
31511	Cabanillas
31227	Cabredo
31515	Cadreita
31380	Caparroso
31381	Caparroso
31579	Cárcar
31310	Carcastillo
31311	Carcastillo
31520	Cascante
31312	Cáseda
31490	Cáseda
31590	Castejón
31590	Castejón
31454	Castillonuevo
31592	Cintruénigo
31809	Ziordia
31131	Cirauqui/Zirauki
31174	Ciriza/Ziritza
31174	Cizur
31190	Cizur
31591	Corella
31530	Cortes
31229	Desojo
31263	Dicastillo
31750	Donamaria
31760	Etxalar
31174	Echarri
31820	Etxarri-Aranatz
31174	Etxauri
31192	Egüés
31486	Egüés
31620	Egüés
31621	Egüés
31744	Elgorriaga
31470	Noáin (Valle de Elorz)/Noain (Elortzibar)
31119	Noáin (Valle de Elorz)/Noain (Elortzibar)
31110	Noáin (Valle de Elorz)/Noain (Elortzibar)
31153	Enériz/Eneritz
31748	Eratsun
31829	Ergoiena
31638	Erro
31639	Erro
31694	Erro
31695	Erro
31696	Erro
31697	Erro
31699	Erro
31690	Ezcároz/Ezkaroze
31494	Eslava
31453	Esparza de Salazar/Espartza Zaraitzu
31228	Espronceda
31200	Estella-Lizarra
31630	Esteribar
31638	Esteribar
31639	Esteribar
31698	Esteribar
31699	Esteribar
31281	Etayo
31271	Eulate
31194	Ezcabarte
31799	Ezcabarte
31749	Ezkurra
31794	Ezkurra
31491	Ezprogui
31492	Ezprogui
31370	Falces
31593	Fitero
31512	Fontellas
31360	Funes
31510	Fustiñana
31191	Galar
31493	Gallipienzo/Galipentzu
31451	Gallués/Galoze
31692	Garaioa
31414	Garde
31395	Garínoain
31693	Garralda
31227	Genevilla
31754	Goizueta
31172	Goñi
31452	Güesa/Gorza
31175	Guesálaz/Gesalatz
31176	Guesálaz/Gesalatz
31291	Guesálaz/Gesalatz
31174	Guirguillano
31291	Guirguillano
31620	Huarte/Uharte
31840	Uharte-Arakil
31473	Ibargoiti
31472	Ibargoiti
31241	Igúzquiza
31243	Igúzquiza
31867	Imotz
31869	Imotz
31849	Irañeta
31417	Isaba/Izaba
31745	Ituren
31810	Iturmendi
31172	Iza/Itza
31892	Iza/Itza
31867	Iza/Itza
31170	Iza/Itza
31868	Iza/Itza
31421	Izagaondoa
31689	Izalzu/Itzaltzu
31691	Jaurrieta
31409	Javier
31411	Javier
31193	Juslapeña
31194	Juslapeña
31892	Juslapeña
31753	Beintza-Labaien
31830	Lakuntza
31283	Lana
31798	Lantz
31227	Lapoblación
31251	Larraga
31270	Larraona
31877	Larraun
31878	Larraun
31879	Larraun
31891	Larraun
31588	Lazagurría
31460	Leache
31133	Legarda
31281	Legaria
31880	Leitza
31494	Leoz/Leotz
31395	Leoz/Leotz
31494	Lerga
31260	Lerín
31770	Lesaka
31789	Lesaka
31177	Lezáun
31487	Liédena
31485	Lizoáin-Arriasgoiti
31482	Lizoáin-Arriasgoiti
31483	Lizoáin-Arriasgoiti
31484	Lizoáin-Arriasgoiti
31580	Lodosa
31438	Lónguida/Longida
31439	Lónguida/Longida
31481	Lónguida/Longida
31440	Lumbier
31243	Luquin
31130	Mañeru
31227	Marañón
31340	Marcilla
31382	Mélida
31587	Mendavia
31282	Mendaza
31219	Mendaza
31150	Mendigorría
31241	Metauten
31320	Milagro
31219	Mirafuentes
31253	Miranda de Arga
31523	Miranda de Arga
31471	Monreal/Elo
31522	Monteagudo
31264	Morentin
31219	Mues
31521	Murchante
31280	Murieta
31391	Murillo el Cuende
31383	Murillo el Cuende
31315	Murillo el Cuende
31313	Murillo el Fruto
31152	Muruzábal
31450	Navascués/Nabaskoze
31451	Navascués/Nabaskoze
31454	Navascués/Nabaskoze
31282	Nazar
31151	Obanos
31281	Oco
31680	Ochagavía/Otsagabia
31799	Odieta
31867	Odieta
31751	Oitz
31799	Olaibar
31809	Olazti/Olazagutía
31281	Olejua
31390	Olite/Erriberri
31395	Olóriz/Oloritz
31396	Olóriz/Oloritz
31170	Cendea de Olza/Oltza Zendea
31171	Cendea de Olza/Oltza Zendea
31173	Cendea de Olza/Oltza Zendea
31172	Ollo
31670	Orbaizeta
31671	Orbara
31395	Orísoain
31451	Oronz/Orontze
31439	Oroz-Betelu/Orotz-Betelu
31250	Oteiza
31008	Pamplona/Iruña
31016	Pamplona/Iruña
31015	Pamplona/Iruña
31014	Pamplona/Iruña
31012	Pamplona/Iruña
31011	Pamplona/Iruña
31009	Pamplona/Iruña
31007	Pamplona/Iruña
31006	Pamplona/Iruña
31005	Pamplona/Iruña
31004	Pamplona/Iruña
31003	Pamplona/Iruña
31002	Pamplona/Iruña
31001	Pamplona/Iruña
31010	Pamplona/Iruña
31350	Peralta/Azkoien
50686	Petilla de Aragón
31219	Piedramillera
31392	Pitillas
31100	Puente la Reina/Gares
31394	Pueyo
31550	Ribaforada
31454	Romanzado
31415	Roncal/Erronkari
31650	Orreaga/Roncesvalles
31747	Saldías
31175	Salinas de Oro/Jaitz
31570	San Adrián
31400	Sangüesa/Zangoza
31409	Sangüesa/Zangoza
31495	San Martín de Unx
31220	Sansol
31314	Santacara
31740	Doneztebe/Santesteban
31451	Sarriés/Sartze
31589	Sartaguda
31293	Sesma
31219	Sorlada
31791	Sunbilla
31300	Tafalla
31397	Tiebas-Muruarte de Reta
31398	Tiebas-Muruarte de Reta
31154	Tirapu
31219	Torralba del Río
31228	Torralba del Río
31229	Torres del Río
31500	Tudela
31522	Tulebras
31154	Ucar
31496	Ujué
31797	Ultzama
31799	Ultzama
31422	Unciti
31472	Unciti
31396	Unzué/Untzue
31711	Urdazubi/Urdax
31712	Urdazubi/Urdax
31810	Urdiain
31448	Urraul Alto
31454	Urraul Alto
31449	Urraul Bajo
31480	Urraul Bajo
31448	Urraul Bajo
31420	Urroz-Villa
31752	Urrotz
31416	Urzainqui/Urzainki
31133	Uterga
31418	Uztárroz/Uztarroze
31660	Luzaide/Valcarlos
31669	Luzaide/Valcarlos
31514	Valtierra
31780	Bera
31789	Bera
31230	Viana
31413	Vidángoz/Bidankoze
31174	Bidaurreta
31330	Villafranca
31242	Villamayor de Monjardín
31671	Hiriberri/Villanueva de Aezkoa
31132	Villatuerta
31292	Villatuerta
31610	Villava/Atarrabia
31790	Igantzi
31177	Valle de Yerri/Deierri
31292	Valle de Yerri/Deierri
31179	Valle de Yerri/Deierri
31176	Valle de Yerri/Deierri
31290	Valle de Yerri/Deierri
31410	Yesa
31174	Zabalza/Zabaltza
31746	Zubieta
31710	Zugarramurdi
31284	Zúñiga
31010	Barañain
31013	Berrioplano/Berriobeiti
31195	Berrioplano/Berriobeiti
31195	Berriozar
31013	Berriozar
31860	Irurtzun
31191	Beriáin
31160	Orkoien
31180	Zizur Mayor/Zizur Nagusia
31870	Lekunberri
32690	Allariz
32660	Allariz
32664	Allariz
32665	Allariz
32666	Allariz
32667	Allariz
32668	Allariz
32669	Allariz
32980	Amoeiro
32172	Amoeiro
32170	Amoeiro
32171	Amoeiro
32417	Arnoia, A
32520	Avión
32632	Baltar
32633	Baltar
32646	Baltar
32849	Bande
32840	Bande
32859	Bande
32891	Bande
32847	Bande
32845	Bande
32846	Bande
32848	Bande
